Game,Publisher,TotalSales,NASales,PALSales,JPSales,OtherSales,ReleaseDate,LinkToPage
Kirby & the Amazing Mirror,Nintendo,1.64m,0.80m,0.05m,0.76m,0.03m,18th Oct 04,https://www.vgchartz.com/games/game.php?id=3614&region=All
Army of Two,Electronic Arts,1.64m,1.09m,0.37m,0.02m,0.16m,07th Mar 08,https://www.vgchartz.com/games/game.php?id=16938&region=All
Dig Dug,Atari,1.64m,1.52m,0.10m,N/A,0.02m,01st Jan 83,https://www.vgchartz.com/games/game.php?id=20243&region=All
Ghosts 'n Goblins,Capcom,1.64m,0.74m,0.26m,0.61m,0.03m,01st Nov 86,https://www.vgchartz.com/games/game.php?id=6277&region=All
Tom Clancy's Rainbow Six,Red Storm Entertainment,1.64m,0.93m,0.63m,N/A,0.08m,23rd Nov 99,https://www.vgchartz.com/games/game.php?id=5891&region=All
Tiger Woods PGA Tour 2003,EA Sports,1.64m,0.80m,0.63m,N/A,0.21m,27th Oct 02,https://www.vgchartz.com/games/game.php?id=23374&region=All
NBA Live 06 (All region sales),EA Sports,1.64m,1.44m,0.15m,N/A,0.05m,26th Sep 05,https://www.vgchartz.com/games/game.php?id=6368&region=All
Prince of Persia: Warrior Within,Ubisoft,1.64m,0.54m,0.88m,N/A,0.22m,30th Nov 04,https://www.vgchartz.com/games/game.php?id=5597&region=All
ESPN NFL 2K5,Sega,1.63m,1.54m,0.02m,N/A,0.07m,20th Jul 04,https://www.vgchartz.com/games/game.php?id=661&region=All
Pikmin,Nintendo,1.63m,0.78m,0.25m,0.56m,0.04m,03rd Dec 01,https://www.vgchartz.com/games/game.php?id=1739&region=All
Max Payne 3,Rockstar Games,1.63m,0.86m,0.62m,0.01m,0.13m,15th May 12,https://www.vgchartz.com/games/game.php?id=32878&region=All
Dead Rising 3,Microsoft Studios,1.63m,1.06m,0.40m,0.01m,0.15m,22nd Nov 13,https://www.vgchartz.com/games/game.php?id=73076&region=All
Tiger Woods PGA Tour 2004,EA Sports,1.63m,1.18m,0.34m,N/A,0.10m,22nd Sep 03,https://www.vgchartz.com/games/game.php?id=5865&region=All
Ape Escape,Sony Computer Entertainment,1.63m,0.71m,0.48m,0.32m,0.11m,31st May 99,https://www.vgchartz.com/games/game.php?id=86&region=All
NCAA Football 2005,EA Sports,1.62m,1.32m,0.09m,N/A,0.22m,15th Jul 04,https://www.vgchartz.com/games/game.php?id=5475&region=All
Kinectimals,Microsoft Game Studios,1.62m,1.02m,0.46m,0.00m,0.14m,04th Nov 10,https://www.vgchartz.com/games/game.php?id=45606&region=All
Viva Pinata,Microsoft Game Studios,1.62m,0.45m,0.95m,0.02m,0.20m,09th Nov 06,https://www.vgchartz.com/games/game.php?id=2619&region=All
Uncharted: Golden Abyss,Sony Computer Entertainment,1.62m,0.53m,0.71m,0.13m,0.25m,15th Feb 12,https://www.vgchartz.com/games/game.php?id=51791&region=All
Tony Hawk's American Wasteland (Old all region sales),Activision,1.62m,0.80m,0.63m,0.01m,0.19m,18th Oct 05,https://www.vgchartz.com/games/game.php?id=6509&region=All
Call of Duty: Black Ops,Activision,1.62m,0.58m,0.82m,N/A,0.23m,09th Nov 10,https://www.vgchartz.com/games/game.php?id=44950&region=All
The Order: 1886,Sony Computer Entertainment,1.62m,0.44m,0.86m,0.07m,0.25m,20th Feb 15,https://www.vgchartz.com/games/game.php?id=73107&region=All
Kirby Air Ride,Nintendo,1.62m,1.01m,0.11m,0.45m,0.04m,13th Oct 03,https://www.vgchartz.com/games/game.php?id=1136&region=All
Rock Band,MTV Games,1.62m,0.99m,0.41m,N/A,0.22m,20th Nov 07,https://www.vgchartz.com/games/game.php?id=12846&region=All
Sled Storm,Electronic Arts,1.62m,0.90m,0.61m,N/A,0.11m,10th Aug 99,https://www.vgchartz.com/games/game.php?id=5701&region=All
Dragon Quest IV: Chapters of the Chosen,Square Enix,1.62m,0.30m,0.02m,1.27m,0.03m,16th Sep 08,https://www.vgchartz.com/games/game.php?id=7692&region=All
NFL Street 2,EA Sports BIG,1.61m,0.79m,0.62m,N/A,0.21m,22nd Dec 04,https://www.vgchartz.com/games/game.php?id=5517&region=All
Baseball,Nintendo,1.61m,0.66m,0.27m,0.65m,0.03m,01st Aug 89,https://www.vgchartz.com/games/game.php?id=6197&region=All
Yu-Gi-Oh! Duel Monsters,Konami,1.61m,N/A,N/A,1.61m,0.01m,16th Dec 98,https://www.vgchartz.com/games/game.php?id=4786&region=All
Super Mario Strikers,Nintendo,1.61m,0.98m,0.38m,0.20m,0.04m,05th Dec 05,https://www.vgchartz.com/games/game.php?id=2280&region=All
Buzz! The Music Quiz,Sony Computer Entertainment,1.61m,N/A,1.18m,N/A,0.43m,21st Oct 05,https://www.vgchartz.com/games/game.php?id=12718&region=All
SpongeBob's Atlantis SquarePantis,THQ,1.61m,1.49m,0.00m,N/A,0.11m,23rd Oct 07,https://www.vgchartz.com/games/game.php?id=25696&region=All
Tom Clancy's Ghost Recon Wildlands,Ubisoft,1.61m,0.98m,0.48m,N/A,0.15m,07th Mar 17,https://www.vgchartz.com/games/game.php?id=85752&region=All
Mario Hoops 3 on 3,Nintendo,1.61m,0.98m,0.04m,0.49m,0.09m,11th Sep 06,https://www.vgchartz.com/games/game.php?id=1252&region=All
Dragon Quest VII: Fragments of the Forgotten Past,Nintendo,1.61m,0.13m,0.13m,1.31m,0.02m,16th Sep 16,https://www.vgchartz.com/games/game.php?id=71522&region=All
Wolfenstein: The New Order,Bethesda Softworks,1.61m,0.48m,0.84m,0.03m,0.25m,20th May 14,https://www.vgchartz.com/games/game.php?id=73203&region=All
Rage,Bethesda Softworks,1.60m,0.82m,0.60m,0.03m,0.15m,04th Oct 11,https://www.vgchartz.com/games/game.php?id=25458&region=All
Gears of War: Judgment,Microsoft Studios,1.60m,0.92m,0.51m,0.03m,0.14m,19th Mar 13,https://www.vgchartz.com/games/game.php?id=70765&region=All
Madden NFL 15,EA Sports,1.60m,1.34m,0.10m,N/A,0.17m,26th Aug 14,https://www.vgchartz.com/games/game.php?id=81575&region=All
Midnight Club 3: DUB Edition (America/Others Sales),Rockstar Games,1.60m,1.30m,0.23m,N/A,0.07m,11th Apr 05,https://www.vgchartz.com/games/game.php?id=22372&region=All
F-1 World Grand Prix,Video System,1.60m,0.46m,0.96m,0.09m,0.08m,31st Jul 98,https://www.vgchartz.com/games/game.php?id=5065&region=All
River Raid,Activision,1.60m,1.49m,0.09m,N/A,0.02m,01st Jan 82,https://www.vgchartz.com/games/game.php?id=19601&region=All
Just Cause 2,Square Enix,1.60m,0.59m,0.83m,0.02m,0.17m,23rd Mar 10,https://www.vgchartz.com/games/game.php?id=24232&region=All
Silent Hill,Konami,1.60m,0.71m,0.48m,0.30m,0.10m,31st Jan 99,https://www.vgchartz.com/games/game.php?id=2051&region=All
Kingdom Hearts 3D: Dream Drop Distance,Square Enix,1.60m,0.88m,0.27m,0.34m,0.10m,31st Jul 12,https://www.vgchartz.com/games/game.php?id=45690&region=All
Sonic Heroes,Sega,1.60m,1.05m,0.44m,0.06m,0.04m,05th Jan 04,https://www.vgchartz.com/games/game.php?id=2106&region=All
ESPN NBA 2K5,Sega,1.59m,1.26m,0.12m,N/A,0.21m,30th Sep 04,https://www.vgchartz.com/games/game.php?id=5053&region=All
Sonic Generations,Sega,1.59m,0.60m,0.72m,0.02m,0.25m,01st Nov 11,https://www.vgchartz.com/games/game.php?id=50911&region=All
LEGO Harry Potter: Years 1-4,Warner Bros. Interactive,1.59m,0.95m,0.50m,N/A,0.14m,29th Jun 10,https://www.vgchartz.com/games/game.php?id=35010&region=All
Diablo,Blizzard Entertainment,1.59m,0.01m,1.58m,N/A,N/A,30th Nov 96,https://www.vgchartz.com/games/game.php?id=7274&region=All
The Legend of Zelda: Twilight Princess,Nintendo,1.59m,1.15m,0.36m,0.04m,0.04m,11th Dec 06,https://www.vgchartz.com/games/game.php?id=2401&region=All
Far Cry 2,Ubisoft,1.59m,0.72m,0.69m,0.02m,0.18m,21st Oct 08,https://www.vgchartz.com/games/game.php?id=24703&region=All
Soul Blade,Namco,1.59m,0.61m,0.41m,0.46m,0.10m,01st Jan 97,https://www.vgchartz.com/games/game.php?id=2114&region=All
Mario Bros.,Atari,1.59m,1.48m,0.09m,N/A,0.02m,01st Oct 83,https://www.vgchartz.com/games/game.php?id=19707&region=All
Pokémon Battle Revolution,Nintendo,1.59m,0.78m,0.37m,0.30m,0.13m,25th Jun 07,https://www.vgchartz.com/games/game.php?id=4019&region=All
Pro Evolution Soccer 2008,Konami,1.59m,0.04m,1.10m,0.32m,0.13m,12th Mar 08,https://www.vgchartz.com/games/game.php?id=12310&region=All
FIFA 16,EA Sports,1.59m,0.59m,0.88m,N/A,0.12m,22nd Sep 15,https://www.vgchartz.com/games/game.php?id=85613&region=All
NASCAR 2000,EA Sports,1.59m,0.88m,0.60m,N/A,0.10m,30th Sep 99,https://www.vgchartz.com/games/game.php?id=5419&region=All
Dance Dance Revolution: Hottest Party 2,Konami,1.58m,0.94m,0.48m,0.01m,0.15m,12th Sep 08,https://www.vgchartz.com/games/game.php?id=24766&region=All
Final Fantasy XIV Online,Square Enix,1.58m,0.93m,0.48m,N/A,0.16m,22nd Sep 10,https://www.vgchartz.com/games/game.php?id=35106&region=All
SoulCalibur IV,Namco Bandai,1.58m,0.92m,0.43m,0.07m,0.15m,29th Jul 08,https://www.vgchartz.com/games/game.php?id=14145&region=All
Jampack Summer 2K,Sony Computer Entertainment,1.58m,0.88m,0.60m,N/A,0.10m,15th May 00,https://www.vgchartz.com/games/game.php?id=24632&region=All
Rise of the Tomb Raider,Square Enix,1.58m,0.61m,0.82m,0.03m,0.12m,10th Nov 15,https://www.vgchartz.com/games/game.php?id=82908&region=All
Devil May Cry 4,Capcom,1.58m,0.58m,0.45m,0.34m,0.20m,05th Feb 08,https://www.vgchartz.com/games/game.php?id=7683&region=All
Spyro 2: Season of Flame,Vivendi Games,1.58m,0.85m,0.65m,N/A,0.08m,25th Sep 02,https://www.vgchartz.com/games/game.php?id=6438&region=All
Batman: Arkham Knight,Warner Bros. Interactive Entertainment,1.58m,0.97m,0.46m,N/A,0.14m,23rd Jun 15,https://www.vgchartz.com/games/game.php?id=79436&region=All
Detroit: Become Human,Sony Interactive Entertainment,1.57m,0.55m,0.67m,0.12m,0.24m,25th May 18,https://www.vgchartz.com/games/game.php?id=86175&region=All
LEGO Pirates of the Caribbean: The Video Game,Disney Interactive Studios,1.57m,0.73m,0.69m,N/A,0.15m,10th May 11,https://www.vgchartz.com/games/game.php?id=48615&region=All
Pro Evolution Soccer 2010,Konami,1.57m,0.10m,0.18m,0.12m,1.16m,10th Nov 09,https://www.vgchartz.com/games/game.php?id=33404&region=All
NCAA Football 2002,EA Sports,1.57m,0.77m,0.60m,N/A,0.20m,23rd Jul 01,https://www.vgchartz.com/games/game.php?id=35381&region=All
Guitar Hero: On Tour Decades,Activision,1.57m,0.84m,0.57m,N/A,0.16m,16th Nov 08,https://www.vgchartz.com/games/game.php?id=28141&region=All
Moshi Monsters: Moshling Zoo,Activision,1.57m,0.38m,0.98m,N/A,0.21m,06th Nov 11,https://www.vgchartz.com/games/game.php?id=67119&region=All
Dragon Quest V: Hand of the Heavenly Bride,Square Enix,1.57m,0.17m,0.02m,1.36m,0.02m,17th Feb 09,https://www.vgchartz.com/games/game.php?id=7693&region=All
Conflict: Desert Storm,Gotham Games,1.57m,0.98m,0.53m,N/A,0.06m,30th Sep 02,https://www.vgchartz.com/games/game.php?id=4979&region=All
Mario Party 7,Nintendo,1.57m,0.95m,0.11m,0.46m,0.04m,07th Nov 05,https://www.vgchartz.com/games/game.php?id=1262&region=All
High School Musical 3: Senior Year,Disney Interactive Studios,1.57m,0.63m,0.76m,N/A,0.18m,21st Oct 08,https://www.vgchartz.com/games/game.php?id=25853&region=All
Carnival Games: Mini Golf,2K Play,1.56m,0.86m,0.55m,N/A,0.15m,20th Oct 08,https://www.vgchartz.com/games/game.php?id=28261&region=All
Smuggler's Run,Rockstar Games,1.56m,0.77m,0.60m,N/A,0.20m,25th Oct 00,https://www.vgchartz.com/games/game.php?id=36651&region=All
Fight Night Round 3,EA Sports,1.56m,1.07m,0.40m,N/A,0.10m,20th Feb 06,https://www.vgchartz.com/games/game.php?id=5106&region=All
Mortal Kombat,Warner Bros. Interactive,1.56m,1.06m,0.31m,N/A,0.19m,19th Apr 11,https://www.vgchartz.com/games/game.php?id=45536&region=All
Donkey Kong Classics,Nintendo,1.56m,0.59m,0.14m,0.81m,0.02m,01st Oct 88,https://www.vgchartz.com/games/game.php?id=6226&region=All
Hannah Montana: Music Jam,Disney Interactive Studios,1.56m,1.05m,0.36m,N/A,0.15m,16th Oct 07,https://www.vgchartz.com/games/game.php?id=12599&region=All
Pokémon Mystery Dungeon: Explorers of Sky,Nintendo,1.56m,0.57m,0.43m,0.44m,0.12m,12th Oct 09,https://www.vgchartz.com/games/game.php?id=33235&region=All
Twisted Metal,Sony Computer Entertainment,1.56m,1.32m,0.19m,N/A,0.05m,05th Nov 95,https://www.vgchartz.com/games/game.php?id=2548&region=All
Final Fight,Capcom,1.56m,0.67m,0.17m,0.69m,0.03m,10th Nov 91,https://www.vgchartz.com/games/game.php?id=3331&region=All
MySims Kingdom,Electronic Arts,1.56m,0.80m,0.59m,0.01m,0.16m,28th Oct 08,https://www.vgchartz.com/games/game.php?id=23579&region=All
Mafia II,2K Games,1.56m,0.85m,0.55m,N/A,0.15m,24th Aug 10,https://www.vgchartz.com/games/game.php?id=14175&region=All
Dragon Quest Monsters 2: Cobi's Journey,Enix,1.56m,N/A,N/A,1.56m,0.00m,15th Sep 01,https://www.vgchartz.com/games/game.php?id=3142&region=All
Pokémon Pinball: Ruby & Sapphire (Old all region sales),Nintendo,1.56m,0.68m,0.38m,0.44m,0.05m,26th Aug 03,https://www.vgchartz.com/games/game.php?id=6388&region=All
Stuntman,Atari,1.55m,0.76m,0.59m,N/A,0.20m,23rd Jun 02,https://www.vgchartz.com/games/game.php?id=2256&region=All
Tom Clancy's Rainbow Six 3,Ubisoft,1.55m,0.91m,0.57m,N/A,0.07m,12th Nov 03,https://www.vgchartz.com/games/game.php?id=2460&region=All
BioShock 2,2K Games,1.55m,0.85m,0.46m,0.02m,0.22m,09th Feb 10,https://www.vgchartz.com/games/game.php?id=28004&region=All
Dishonored,Bethesda Softworks,1.55m,0.72m,0.54m,0.04m,0.26m,16th Apr 13,https://www.vgchartz.com/games/game.php?id=52941&region=All
Guitar Hero 5,Activision,1.55m,0.92m,0.48m,N/A,0.15m,01st Sep 09,https://www.vgchartz.com/games/game.php?id=29388&region=All
007: The World is Not Enough,Electronic Arts,1.55m,1.13m,0.38m,0.02m,0.03m,17th Oct 00,https://www.vgchartz.com/games/game.php?id=245&region=All
Spider-Man 2: Enter: Electro,Activision,1.55m,0.57m,0.87m,0.02m,0.09m,17th Oct 01,https://www.vgchartz.com/games/game.php?id=6431&region=All
Battlefield V,Electronic Arts,1.55m,1.05m,0.35m,N/A,0.15m,20th Nov 18,https://www.vgchartz.com/games/game.php?id=221994&region=All
Command & Conquer: Tiberian Sun,Westwood Studios,1.55m,1.55m,0.00m,N/A,N/A,24th Aug 99,https://www.vgchartz.com/games/game.php?id=6213&region=All
Naruto Shippuden: Ultimate Ninja Storm 4,Namco Bandai Games,1.54m,0.71m,0.47m,0.12m,0.24m,09th Feb 16,https://www.vgchartz.com/games/game.php?id=84977&region=All
Need for Speed: Most Wanted (2012),Electronic Arts,1.54m,0.62m,0.79m,0.01m,0.12m,30th Oct 12,https://www.vgchartz.com/games/game.php?id=70937&region=All
Ni no Kuni: Wrath of the White Witch,Namco Bandai Games,1.54m,0.60m,0.51m,0.21m,0.22m,22nd Jan 13,https://www.vgchartz.com/games/game.php?id=45870&region=All
Go Vacation,Namco Bandai,1.54m,0.42m,0.66m,0.33m,0.13m,11th Oct 11,https://www.vgchartz.com/games/game.php?id=51845&region=All
NBA 2K14,2K Sports,1.54m,0.91m,0.35m,0.01m,0.27m,15th Nov 13,https://www.vgchartz.com/games/game.php?id=74165&region=All
Active Life: Outdoor Challenge,Namco Bandai,1.54m,0.78m,0.43m,0.19m,0.14m,09th Sep 08,https://www.vgchartz.com/games/game.php?id=17063&region=All
Dark Cloud,Sony Computer Entertainment,1.54m,0.83m,0.44m,0.08m,0.19m,28th May 01,https://www.vgchartz.com/games/game.php?id=3051&region=All
Warcraft III: The Frozen Throne,Blizzard Entertainment,1.54m,0.58m,0.87m,N/A,0.09m,01st Jul 03,https://www.vgchartz.com/games/game.php?id=7196&region=All
Tom Clancy's Ghost Recon Advanced Warfighter,Ubisoft,1.54m,1.40m,0.02m,0.02m,0.10m,09th Mar 06,https://www.vgchartz.com/games/game.php?id=6501&region=All
MVP Baseball 2005,EA Sports,1.54m,1.26m,0.07m,N/A,0.21m,22nd Feb 05,https://www.vgchartz.com/games/game.php?id=5402&region=All
Die Hard Trilogy,Fox Interactive,1.54m,0.85m,0.58m,N/A,0.10m,31st Aug 96,https://www.vgchartz.com/games/game.php?id=518&region=All
Mortal Kombat 3,Williams Entertainment,1.53m,1.19m,0.29m,N/A,0.05m,01st Oct 95,https://www.vgchartz.com/games/game.php?id=6358&region=All
NFL GameDay 99,989 Studios,1.53m,1.44m,0.05m,N/A,0.04m,31st Jul 98,https://www.vgchartz.com/games/game.php?id=6378&region=All
Disney Infinity,Disney Interactive Studios,1.53m,1.04m,0.35m,N/A,0.15m,18th Aug 13,https://www.vgchartz.com/games/game.php?id=71965&region=All
Yokai Watch 3: Sushi / Tempura / Sukiyaki,Level 5,1.53m,N/A,0.03m,1.50m,0.00m,16th Jul 16,https://www.vgchartz.com/games/game.php?id=128389&region=All
Mario Golf: Toadstool Tour,Nintendo,1.53m,1.09m,0.15m,0.25m,0.04m,29th Jul 03,https://www.vgchartz.com/games/game.php?id=1251&region=All
Tiger Woods 99 PGA Tour Golf,EA Sports,1.53m,0.85m,0.58m,N/A,0.10m,31st Oct 98,https://www.vgchartz.com/games/game.php?id=26945&region=All
Resident Evil: The Umbrella Chronicles,Capcom,1.52m,0.67m,0.43m,0.29m,0.14m,13th Nov 07,https://www.vgchartz.com/games/game.php?id=6971&region=All
Knockout Kings,EA Sports,1.52m,1.07m,0.39m,N/A,0.06m,31st Oct 98,https://www.vgchartz.com/games/game.php?id=1143&region=All
The Simpsons Skateboarding,Electronic Arts,1.52m,0.36m,0.90m,N/A,0.27m,11th Nov 02,https://www.vgchartz.com/games/game.php?id=2061&region=All
Disney Fairies: Tinker Bell,Disney Interactive Studios,1.52m,0.85m,0.51m,0.01m,0.15m,28th Oct 08,https://www.vgchartz.com/games/game.php?id=25981&region=All
Fight Night Round 4,EA Sports,1.52m,0.92m,0.40m,N/A,0.20m,23rd Jun 09,https://www.vgchartz.com/games/game.php?id=21869&region=All
Pro Evolution Soccer 2013,Konami Digital Entertainment,1.52m,0.18m,0.65m,0.49m,0.20m,25th Sep 12,https://www.vgchartz.com/games/game.php?id=70988&region=All
NASCAR 98,EA Sports,1.52m,1.43m,0.05m,N/A,0.04m,01st Jan 97,https://www.vgchartz.com/games/game.php?id=6362&region=All
F1 Race,Nintendo,1.52m,N/A,N/A,1.52m,0.00m,02nd Nov 84,https://www.vgchartz.com/games/game.php?id=6252&region=All
Xevious,Namco,1.52m,0.18m,0.06m,1.27m,0.01m,01st Jan 90,https://www.vgchartz.com/games/game.php?id=6537&region=All
NASCAR 99,EA Sports,1.52m,1.45m,0.04m,N/A,0.04m,30th Sep 98,https://www.vgchartz.com/games/game.php?id=6363&region=All
Forza Motorsport 7,Microsoft Studios,1.52m,0.58m,0.81m,0.01m,0.12m,03rd Oct 17,https://www.vgchartz.com/games/game.php?id=181656&region=All
NBA Live 2000,EA Sports,1.52m,1.43m,0.05m,N/A,0.03m,31st Oct 99,https://www.vgchartz.com/games/game.php?id=5449&region=All
Super Monkey Ball 2,Sega,1.52m,1.11m,0.31m,0.06m,0.04m,25th Aug 02,https://www.vgchartz.com/games/game.php?id=2283&region=All
Sonic Rivals 2,Sega,1.52m,0.44m,0.70m,N/A,0.37m,13th Nov 07,https://www.vgchartz.com/games/game.php?id=12773&region=All
Dead Space 2,Electronic Arts,1.52m,0.94m,0.44m,N/A,0.13m,25th Jan 11,https://www.vgchartz.com/games/game.php?id=36809&region=All
Puzzle & Dragons,GungHo Online Entertainment,1.52m,N/A,N/A,1.52m,N/A,12th Dec 13,https://www.vgchartz.com/games/game.php?id=78087&region=All
MySims Kingdom,Electronic Arts,1.52m,0.70m,0.64m,0.01m,0.16m,28th Oct 08,https://www.vgchartz.com/games/game.php?id=23578&region=All
Yoshi's Woolly World,Nintendo,1.52m,0.74m,0.53m,0.12m,0.12m,16th Oct 15,https://www.vgchartz.com/games/game.php?id=71431&region=All
Pac-Man World 2,Namco,1.51m,1.26m,0.05m,N/A,0.21m,24th Feb 02,https://www.vgchartz.com/games/game.php?id=6384&region=All
Call of Duty: Black Ops II,Activision,1.51m,0.66m,0.70m,N/A,0.15m,13th Nov 12,https://www.vgchartz.com/games/game.php?id=70717&region=All
Call of Duty: Modern Warfare: Reflex Edition,Activision,1.51m,0.94m,0.43m,N/A,0.14m,10th Nov 09,https://www.vgchartz.com/games/game.php?id=39017&region=All
Tomb Raider: Definitive Edition,Square Enix,1.51m,0.47m,0.74m,0.06m,0.23m,28th Jan 14,https://www.vgchartz.com/games/game.php?id=78261&region=All
Call of Duty 3,Activision,1.51m,0.60m,0.63m,0.03m,0.26m,15th Nov 06,https://www.vgchartz.com/games/game.php?id=4934&region=All
Star Wars: The Force Unleashed II,LucasArts,1.51m,0.80m,0.50m,N/A,0.21m,26th Oct 10,https://www.vgchartz.com/games/game.php?id=41802&region=All
Mega Man 2,Capcom,1.51m,0.93m,0.15m,0.42m,0.01m,01st Jul 89,https://www.vgchartz.com/games/game.php?id=6338&region=All
Simpsons Wrestling,Activision,1.51m,0.23m,1.16m,N/A,0.11m,12th Apr 01,https://www.vgchartz.com/games/game.php?id=6418&region=All
The Simpsons Game,Electronic Arts,1.51m,0.56m,0.78m,N/A,0.17m,30th Oct 07,https://www.vgchartz.com/games/game.php?id=12473&region=All
Turok: Dinosaur Hunter,Acclaim Entertainment,1.51m,1.14m,0.32m,0.05m,N/A,28th Feb 97,https://www.vgchartz.com/games/game.php?id=2544&region=All
NBA Live 98,EA Sports,1.51m,1.41m,0.06m,N/A,0.04m,30th Nov 97,https://www.vgchartz.com/games/game.php?id=6369&region=All
The Simpsons Game,Electronic Arts,1.51m,0.35m,0.03m,N/A,1.13m,30th Oct 07,https://www.vgchartz.com/games/game.php?id=12468&region=All
Madden NFL 19,EA Sports,1.51m,1.33m,0.02m,N/A,0.16m,10th Aug 18,https://www.vgchartz.com/games/game.php?id=221182&region=All
Monopoly,Hasbro Interactive,1.51m,1.18m,0.27m,N/A,0.05m,31st Oct 97,https://www.vgchartz.com/games/game.php?id=6351&region=All
SoulCalibur II,Namco,1.50m,0.99m,0.32m,0.11m,0.08m,27th Aug 03,https://www.vgchartz.com/games/game.php?id=2116&region=All
Tokyo Xtreme Racer Zero,Crave Entertainment,1.50m,0.66m,0.52m,0.15m,0.17m,28th May 01,https://www.vgchartz.com/games/game.php?id=4606&region=All
Dragon Ball: Xenoverse 2,Namco Bandai Games,1.50m,0.54m,0.59m,0.14m,0.23m,25th Oct 16,https://www.vgchartz.com/games/game.php?id=122286&region=All
Metal Gear Rising: Revengeance,Konami Digital Entertainment,1.50m,0.47m,0.41m,0.44m,0.18m,19th Feb 13,https://www.vgchartz.com/games/game.php?id=70585&region=All
NFL Blitz,Midway Games,1.50m,1.41m,0.05m,N/A,0.04m,12th Sep 98,https://www.vgchartz.com/games/game.php?id=5499&region=All
Red Faction II,THQ,1.50m,0.49m,0.78m,N/A,0.23m,15th Oct 02,https://www.vgchartz.com/games/game.php?id=5627&region=All
Rayman Legends,Ubisoft,1.50m,0.22m,1.05m,N/A,0.23m,18th Feb 14,https://www.vgchartz.com/games/game.php?id=78924&region=All
Madden NFL 2001,EA Sports,1.50m,1.19m,0.07m,0.05m,0.20m,23rd Oct 00,https://www.vgchartz.com/games/game.php?id=3688&region=All
